Delta.Compl1.49_S49	Delta.Compl1.67_S67	Delta.Compl3.51_S51	Delta.Compl3.69_S69	Delta.Compl4.52_S52	Delta.Compl4.70_S70	Delta.Compl5.53_S53	Delta.Compl5.71_S71	Delta1.43_S43	Delta1.61_S61	Delta2.44_S44	Delta2.62_S62	Delta3.45_S45	Delta3.63_S63	Delta5.47_S47	Delta5.65_S65	WT2.38_S38	WT2.56_S56	WT3.39_S39	WT3.57_S57	WT4.40_S40	WT4.58_S58	WT5.41_S41	WT5.59_S59	Delta.m11	DeltaCompl.m13	DeltaCompl.m15	DeltaCompl.m16	DeltaCompl.m17	WT.m2	WT.m3	WT.m4	WT.m5	Delta.m7	Delta.m8	Delta.m9
OTU_52852	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	5	1	1	11	1	0	0	0	0
OTU_52855	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	4	128	0	0	1	0	0	0	0	0	0	0	1	0	1	9
OTU_52859	2	18	1	8	0	2	0	1	0	3	0	0	1	6	0	3	5	3	0	51	1	6	0	1	4	0	0	2	0	16	1	0	6	0	4	0
OTU_52866	1	0	0	0	3	3	0	0	0	0	0	0	0	1	0	0	2	0	1	7	0	2	1	6	1	0	0	0	0	2	0	0	0	1	0	0
OTU_52868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52869	0	4	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	6	19	0	0	0	0	12	0	0	3	0	0	0	1	0	5	0	0
OTU_52872	3	1	1	0	6	1	1	0	2	1	7	0	0	0	63	21	6	7	6	21	0	0	11	5	0	3	11	2	0	2	3	19	13	2	57	0
OTU_52878	2	2	0	1	0	0	1	0	0	0	2	0	0	2	1	0	5	0	9	3	1	0	0	0	5	0	1	2	0	1	2	0	4	3	2	8
OTU_52879	5	5	0	0	4	0	5	0	0	1	2	1	0	0	5	15	1	2	3	3	0	2	0	0	4	2	6	8	6	5	7	0	0	1	2	0
OTU_52882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52883	0	0	1	4	2	0	0	0	0	0	1	2	0	3	0	0	2	0	1	0	5	0	0	0	4	2	3	1	1	0	0	1	0	4	1	3
OTU_52886	0	0	1	7	1	0	0	0	0	3	1	3	0	0	0	0	0	0	2	0	4	3	1	0	26	3	1	6	4	0	1	9	7	3	0	0
OTU_52890	0	0	4	0	12	0	0	0	0	0	0	1	3	0	0	0	0	1	10	0	0	0	2	0	1	1	8	2	2	0	2	0	0	2	0	4
OTU_52893	3	2	0	1	0	6	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	19	0	0	1	0	1	0	0	1	0	0	1	0	1	0
OTU_52898	0	0	1	0	3	0	0	0	1	0	2	1	2	1	0	0	1	0	3	0	0	1	0	0	8	2	5	1	0	1	3	1	1	2	1	7
OTU_52901	0	0	1	0	7	1	2	0	0	3	0	2	0	0	0	0	1	0	0	0	0	3	2	0	6	4	1	4	1	1	0	2	8	0	2	2
OTU_52902	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_52904	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	1	3	0	0	0	0	4	1	2	0	0	0	0
OTU_52907	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	3	2	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU_52908	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	19	0	0	0	1	3	0	0	0	0	11	2	0	2	0	0	0
OTU_52910	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	12	9	2	1	0	15	0	3	0	1	1	1
OTU_52911	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	6	2	2	2	2	0	0	5	6	1	2	1
OTU_52915	0	0	1	3	1	0	1	0	0	2	1	1	0	0	0	0	0	0	1	0	2	3	1	0	4	2	7	4	1	3	3	3	0	4	3	0
OTU_52920	11	24	0	0	0	0	11	10	4	20	8	8	5	16	2	5	0	0	3	0	5	9	6	27	1	3	10	5	9	0	4	1	5	1	26	2
OTU_52925	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	7	0	1	2	4	3	0	0	1	0	3	0	0	10	1	0	0
OTU_52928	0	1	1	0	0	0	0	0	0	0	1	3	0	0	2	1	1	0	0	0	0	7	0	0	1	0	1	0	0	3	0	0	1	0	1	0
OTU_52929	1	2	0	0	0	0	2	4	1	2	4	7	1	7	7	3	0	0	9	0	9	2	2	0	5	7	5	2	4	3	5	2	10	5	8	1
OTU_52933	7	3	1	2	0	0	0	0	0	1	0	1	0	2	0	0	1	0	0	15	0	4	0	0	4	1	0	0	0	9	3	0	4	0	2	2
OTU_52936	0	0	4	2	3	0	1	0	0	0	3	0	0	0	0	0	1	0	9	0	5	0	0	0	0	0	1	1	0	3	1	1	0	1	0	2
OTU_52937	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU_52938	0	2	0	2	6	7	0	0	0	0	0	0	1	1	0	1	0	12	1	3	0	0	3	1	1	3	0	1	0	4	0	1	1	1	1	1
OTU_52939	1	1	0	3	3	0	2	1	0	4	1	1	1	0	0	4	1	2	5	0	6	4	1	1	1	1	4	3	0	3	2	1	0	1	0	0
OTU_52944	0	0	0	1	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_52945	12	17	4	8	0	0	0	0	1	1	0	0	0	3	0	0	7	3	2	64	0	2	0	2	27	0	0	4	0	13	4	0	15	1	0	0
OTU_52951	2	27	1	47	3	1	0	2	1	0	0	1	2	14	0	1	6	1	11	54	0	4	4	11	30	0	0	20	3	43	6	0	25	4	0	12
OTU_52952	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	4	1	10	0	1	0	0	3	1	0	3
OTU_52957	2	0	0	0	0	0	9	0	22	17	21	5	3	9	12	9	0	0	23	0	6	10	7	4	3	3	8	0	2	4	15	3	1	2	5	1
OTU_52961	0	2	0	3	1	0	0	0	0	0	5	0	0	6	1	5	1	0	3	0	3	1	0	0	11	1	3	1	0	4	2	3	3	2	2	0
OTU_52965	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_52966	1	1	0	1	1	1	0	0	0	0	1	3	0	4	0	1	3	0	0	9	1	9	0	0	2	0	2	1	0	0	0	0	1	1	2	1
OTU_52968	7	18	0	0	1	3	14	10	1	7	1	5	0	27	2	8	3	41	1	9	2	13	0	1	11	2	3	8	4	80	3	1	1	1	28	1
OTU_52981	0	0	0	0	1	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	1	0	0	0	8	2	2	5	1	0	2	1	1	0	0	3
OTU_52982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_52983	56	24	43	28	3	7	0	0	0	0	0	0	0	1	0	0	21	0	1	0	0	1	7	1	71	1	0	26	0	9	1	0	74	2	0	0
OTU_52994	0	0	0	5	1	0	0	2	0	2	0	0	0	4	0	1	0	0	0	0	0	1	0	2	6	4	3	6	4	3	5	4	1	0	1	3
OTU_52996	0	0	0	2	7	0	2	0	5	6	5	1	3	2	0	0	0	0	4	0	9	5	1	0	2	2	5	1	0	5	3	1	0	2	1	4
OTU_52999	0	0	0	1	0	0	1	0	2	10	1	0	4	4	0	0	1	0	5	0	2	1	1	0	10	2	8	4	1	8	15	1	1	3	2	4
OTU_53011	2	0	0	3	18	0	0	1	1	0	2	63	0	2	0	0	0	0	0	1	1	0	15	0	10	110	11	47	23	0	11	105	56	0	5	4
OTU_53019	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53020	10	5	5	21	18	49	0	0	12	62	0	0	0	13	0	0	76	218	4	85	0	0	41	39	24	6	0	7	0	15	4	0	10	2	0	0
OTU_53042	5	3	8	11	3	6	6	1	1	0	7	10	1	9	2	6	8	16	0	7	0	21	1	2	26	0	3	10	8	1	2	11	5	1	31	2
OTU_53043	6	7	3	4	0	2	1	0	0	0	0	9	0	1	2	17	0	13	1	4	3	19	1	3	15	0	0	1	1	0	0	0	19	0	0	0
OTU_53048	0	0	0	0	0	0	0	2	0	2	1	2	0	0	0	0	0	0	2	0	0	3	1	0	0	2	1	0	0	0	1	0	1	0	0	0
OTU_53050	0	0	0	2	2	0	1	0	2	3	0	0	0	0	2	2	0	0	2	0	3	0	0	0	2	0	3	1	2	1	0	0	0	0	0	0
OTU_53051	4	1	1	10	7	4	20	1	2	2	5	0	0	0	5	10	3	7	2	3	0	4	1	5	0	2	3	1	9	0	0	0	1	0	13	0
OTU_53052	0	0	0	1	0	0	0	0	1	15	4	0	0	5	0	0	0	0	2	0	0	3	1	1	2	0	0	0	1	5	2	0	0	0	1	0
OTU_53053	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2
OTU_53054	0	0	0	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	3	0	0	3	5	0	0	0	1
OTU_53057	10	9	4	8	9	5	10	3	6	4	8	19	1	3	12	3	10	37	3	30	0	15	5	3	39	12	11	6	24	8	0	38	14	8	34	33
OTU_53060	0	0	0	5	1	0	0	1	0	13	1	0	0	1	0	2	0	0	0	0	0	2	0	1	3	0	0	6	0	1	2	3	1	1	3	0
OTU_53062	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	2	1	0	0	6	1	0	5	0	1	0	1	0	0	0	2
OTU_53064	0	0	0	4	1	0	0	0	2	12	1	0	1	1	1	0	0	0	2	0	1	1	3	0	2	1	1	6	0	5	1	1	1	1	0	3
OTU_53066	0	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	5	0	2	0	6	1	0	1	2	0	1	0	2	0	0	0	0	2	0
OTU_53067	0	0	3	0	2	0	2	0	0	0	1	0	0	0	0	0	1	0	4	0	3	0	0	0	0	0	4	4	2	2	2	2	1	1	0	0
OTU_53069	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	2	1	0	0	1	1	0	0	0
OTU_53070	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	5	0	2	0
OTU_53073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	1	5	4	0	4	4	0	0	0	0
OTU_53075	0	0	2	0	6	4	1	0	0	0	0	0	0	0	2	1	0	42	3	0	0	0	27	1	1	8	1	0	0	0	0	0	7	0	0	0
OTU_53082	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53083	0	0	0	0	1	1	0	3	0	4	0	3	0	2	0	0	0	0	2	0	1	1	0	0	24	10	8	9	1	10	16	4	3	4	1	4
OTU_53090	2	3	0	0	0	0	1	2	0	3	0	0	0	1	0	1	0	0	0	0	1	0	1	2	0	1	0	1	3	1	0	1	0	0	0	0
OTU_53093	0	0	0	6	5	1	1	0	3	2	6	0	0	3	6	2	8	0	0	5	0	1	0	2	12	0	1	0	12	3	2	0	0	0	2	0
OTU_53096	21	11	23	19	19	7	37	5	16	2	4	9	6	2	9	1	18	41	6	13	8	26	16	3	46	11	3	1	19	6	6	3	28	11	23	8
OTU_53112	0	1	0	3	1	0	1	1	0	4	0	6	0	2	1	0	0	0	1	0	2	2	0	0	24	10	4	23	4	6	6	5	6	11	4	8
OTU_53115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
OTU_53117	3	3	47	20	85	4	1	1	1	0	13	6	57	1	2	6	10	1	200	0	12	1	46	4	32	10	59	17	7	6	14	7	4	10	4	34
OTU_53120	0	0	0	0	1	0	0	0	0	1	0	2	2	3	0	0	0	0	0	0	0	0	0	1	2	2	4	3	2	1	0	6	1	0	1	2
OTU_53123	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	1	0	0	0
OTU_53124	0	0	0	0	0	0	0	1	0	0	0	9	23	35	0	0	1	0	0	0	9	103	0	0	0	0	0	1	19	0	0	0	0	0	23	42
OTU_53129	2	3	0	0	0	0	2	0	7	9	21	4	2	7	6	6	0	0	13	0	7	15	9	5	1	7	10	3	8	1	2	0	6	1	4	2
OTU_53132	0	0	1	0	0	0	0	0	4	46	1	3	3	0	0	0	0	0	1	0	17	274	3	0	7	5	0	25	6	0	2	6	15	0	1	17
OTU_53134	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	4	2	0	0	0	1	2	0	0	1	0	0	0
OTU_53136	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	17	0	0	1	1	13	0	0	0	0	7	6	0	10	0	0	0
OTU_53138	0	0	0	2	0	1	0	1	2	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
OTU_53140	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	3	0	2	0	1	0	0	1	2	0	0
OTU_53141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3	2	0	1	0	0	0	0	0
OTU_53142	2	0	3	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	0	2	1	0	2	0	2	0	0	0	0	0	7	1	0	0
OTU_53144	1	4	1	1	0	0	0	0	0	0	0	0	0	0	1	1	3	2	1	4	0	0	0	0	3	0	0	1	0	1	1	0	2	0	0	0
OTU_53145	0	0	0	0	2	0	0	0	2	3	3	1	0	4	0	1	0	1	0	0	0	2	0	0	3	0	3	6	0	5	4	3	0	0	1	1
OTU_53149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	3	2	0	0	0	0
OTU_53151	50	18	64	35	134	35	17	5	3	6	3	13	34	28	15	14	21	49	51	65	10	212	74	13	13	4	2	11	32	6	2	4	65	0	39	14
OTU_53155	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	2	21	0	0	0	0	0	0	0	0	0	0	0	0	2	6
OTU_53156	0	0	0	2	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	17	0	1	4	1	2	1	3	0	0	0	0
OTU_53158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53159	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53160	2	7	2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	45	0	4	1	2	2	0	0	0	0	0	1	0	5	0	0	0
OTU_53163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_53164	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0
OTU_53165	1	4	0	0	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	2	1	1	0	5	2	1	3	0	0	0	0
OTU_53169	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0
OTU_53170	30	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	38	0	0	11	0	1	0	0	9	0	0	0
OTU_53173	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	1	0	0	0
OTU_53174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU_53175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53176	0	0	0	0	0	0	1	0	0	2	3	2	0	3	1	0	0	0	1	0	0	1	1	0	5	3	3	4	3	2	3	1	0	5	0	1
OTU_53178	0	0	0	1	0	2	0	0	0	2	2	0	0	4	0	7	0	0	1	1	1	0	2	0	0	0	4	0	1	4	0	0	0	0	0	0
OTU_53179	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	1
OTU_53180	1	0	0	7	1	0	0	0	0	0	0	4	0	1	0	1	0	0	1	0	1	0	0	2	30	2	9	6	0	4	2	2	0	7	3	4
OTU_53184	0	0	0	7	1	0	0	5	0	3	0	2	0	3	0	0	0	0	0	0	1	0	0	0	5	0	1	3	0	0	2	2	2	0	0	2
OTU_53186	3	0	2	1	9	3	6	3	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	1	7	2	1	0	7	5	2	3	3	0	0	0
OTU_53192	0	0	1	6	0	0	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	2	1	0	3	1	2	0	0	0	1	1	1
OTU_53194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53195	4	7	0	1	2	2	1	2	0	4	0	2	1	9	0	2	4	27	0	4	3	23	0	0	9	1	0	3	2	16	0	0	1	0	7	2
OTU_53200	1	8	0	12	0	2	1	2	0	0	0	1	0	1	0	0	8	5	0	2	0	1	0	4	1	1	0	2	1	2	1	0	0	0	5	0
OTU_53202	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53203	5	1	3	3	8	1	3	1	1	0	0	1	6	1	1	3	0	2	8	1	0	13	0	1	1	1	4	3	2	1	1	0	1	0	0	1
OTU_53208	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	5	8	0	0	0	0	0	0	0	0	1	0	1	1	0	1
OTU_53210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_53211	0	0	0	0	6	0	5	0	0	0	0	0	12	1	0	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_53212	1	0	0	0	0	0	6	1	0	1	0	0	0	0	2	5	0	1	0	0	1	1	2	0	0	24	5	2	0	2	0	1	2	0	2	0
OTU_53216	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	2	1	2	0	1	0	0	7	1	1	0	0	3	1	0	0	0	1	1
OTU_53218	7	3	7	5	0	0	1	0	0	0	0	3	1	2	0	0	2	0	9	20	3	24	1	0	3	0	0	0	0	0	3	0	16	0	1	4
OTU_53221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	6	0	0	3	1	2	1	0	0
OTU_53222	1	2	0	0	0	0	0	2	1	2	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	1
OTU_53224	13	7	4	3	10	0	5	2	1	1	0	2	0	2	1	1	2	0	3	0	0	12	7	1	3	0	0	2	10	0	1	0	12	0	1	0
OTU_53227	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	2
OTU_53228	0	0	1	11	2	0	0	1	0	0	0	8	0	1	0	0	0	0	3	0	0	0	0	1	22	1	0	4	1	2	0	3	0	1	0	2
OTU_53230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
OTU_53232	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_53233	4	4	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	11	1	2	0	0	7	0	0	4	0	7	5	0	3	0	0	6
OTU_53234	0	0	0	1	13	0	0	0	0	1	0	2	1	2	0	0	0	0	3	0	0	0	5	1	0	0	0	1	1	0	0	0	2	0	1	1
OTU_53236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	13	2	0	1	2	0	0	1	0
OTU_53237	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_53238	7	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	0	2	0	0	3	1	3	6	0	0	1	0	0
OTU_53242	0	0	1	0	2	23	0	0	0	0	0	0	0	0	0	0	0	50	1	1	0	0	6	1	0	2	0	0	0	2	0	0	2	0	0	0
OTU_53246	0	0	0	0	12	39	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53247	0	2	1	1	0	0	10	0	0	1	2	0	0	0	0	0	0	0	5	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	12	0
OTU_53248	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	2	3	0	0	0	5	1
OTU_53249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53250	0	0	0	7	4	0	2	0	0	1	1	2	0	4	0	0	0	0	1	0	0	1	0	3	1	0	0	1	1	3	1	1	2	0	1	0
OTU_53253	1	1	7	2	2	0	2	0	0	0	2	0	2	0	4	2	1	2	7	0	1	4	0	0	2	0	1	1	0	2	1	1	0	1	1	1
OTU_53254	0	0	0	0	0	0	5	5	0	0	0	2	4	10	0	0	0	0	0	0	7	77	0	0	0	0	0	0	12	0	0	0	0	0	7	12
OTU_53256	7	7	0	3	0	0	0	2	0	0	0	0	0	1	0	0	7	0	0	1	0	0	0	0	17	0	0	2	0	3	9	0	9	0	0	0
OTU_53260	0	2	1	1	0	0	0	0	0	1	1	1	0	3	0	8	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0
OTU_53261	3	10	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4	4	0	7	0	0	0	1	4	0	0	0	0	10	2	0	0	0	0	1
OTU_53264	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU_53265	7	3	3	7	5	2	21	3	4	1	4	3	8	7	4	6	13	11	4	3	3	7	5	6	8	15	7	4	28	8	2	7	7	18	9	29
OTU_53268	1	0	0	0	0	0	0	0	0	1	1	2	0	1	0	0	0	0	0	6	0	2	0	0	5	0	0	0	1	1	1	3	2	0	7	1
OTU_53270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU_53271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
OTU_53272	0	0	1	3	3	0	1	1	0	0	4	6	1	2	1	0	0	0	3	0	1	1	0	0	36	2	3	8	1	1	0	6	7	4	1	0
OTU_53276	1	2	1	26	2	1	0	1	0	0	1	2	0	3	0	1	2	1	5	1	3	1	0	4	1	0	1	7	1	0	1	0	0	0	3	2
OTU_53278	0	0	0	14	1	1	0	1	3	0	13	2	1	6	2	13	0	0	16	1	4	2	2	0	14	8	16	7	0	7	11	15	5	12	4	3
OTU_53285	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	4	2	8	2	3	1	4	2	0	3	0
OTU_53286	11	1	5	43	11	4	7	11	1	7	3	19	1	7	2	2	8	4	7	2	3	11	2	0	57	9	5	8	11	5	6	4	2	3	7	5
OTU_53292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	5	0	0	8	1	0	0	0
OTU_53294	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0
OTU_53295	0	2	0	0	1	2	0	1	0	0	0	4	1	1	0	0	0	0	0	0	0	1	0	1	0	0	4	0	2	0	0	1	0	0	0	1
OTU_53296	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	2	1	0	2	2	3	0	1	0	0	2	0	1	1	1	0	0	0	0	1
OTU_53297	1	1	0	4	2	1	1	0	1	0	1	9	0	2	2	1	1	8	2	8	2	14	0	2	2	0	1	2	2	2	0	4	1	0	15	3
OTU_53298	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	2	1	0	1	0	3	0
OTU_53299	1	5	0	0	0	0	1	1	0	0	0	3	0	4	0	0	2	1	0	3	1	11	0	0	6	0	0	2	1	3	0	0	9	0	5	3
OTU_53300	0	0	0	1	1	0	1	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	3	4	0	2	0	1	0	0	0
OTU_53303	0	0	0	1	1	0	0	0	0	8	1	2	0	0	0	0	0	0	0	0	0	2	0	0	23	14	3	8	1	3	2	0	6	8	1	0
OTU_53305	0	0	0	0	0	0	0	0	0	4	1	0	0	3	0	5	0	2	0	0	1	3	0	1	0	0	0	1	0	3	0	0	0	0	9	0
OTU_53307	2	3	1	0	1	0	2	0	0	0	0	2	2	1	1	0	4	0	1	0	1	0	1	1	3	0	0	0	0	0	0	0	2	0	1	1
OTU_53309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_53310	0	1	3	5	5	1	4	5	3	29	0	1	0	8	0	1	1	2	1	0	0	4	3	2	0	2	0	5	19	10	3	0	2	2	0	2
OTU_53312	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	2	3	0	6	2	1	1	1	2	1
OTU_53315	4	3	0	0	0	0	5	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	2	1	0	8	6	7	2	2	0	1	0
OTU_53318	0	2	2	2	3	1	1	1	0	0	0	7	0	6	0	13	2	2	0	5	0	1	1	2	4	0	6	0	2	4	0	1	1	1	16	4
